# M35 reel 3 frame 0047 right leaf (1811, continues onto 0048L), clerk interlinear decode; read 22 Sept 2026. Lines numbered by code line on the leaf (R1 = 'I am assured that'). M = uncertain digits or split.
1401	I	0047R1	H
1544	am	0047R1	H
692	as	0047R1 (as-sur-ed)	H
395	sur	0047R1	H
520	ed	0047R1	H
1384	that	0047R1	H
215	Prince	0047R2	H
1447	Ku	0047R2 (Ku-ra-kin, one word over 1447 490 1534 1426)	M
490	ra	0047R2 (Kurakin)	M
1534	kin	0047R2 (Kurakin)	M
1426	in	0047R2 (Kurak-in)	M
500	was	0047R2	H
911	order	0047R2 (order-ed)	H
520	ed	0047R2	H
569	to	0047R2	H
210	present	0047R2	H
1501	a	0047R2	H
382	str	0047R2 (str-ong)	H
1493	ong	0047R2 (str-ong)	H
731	re	0047R2 (re-mon-str-ance)	H
146	mon	0047R2	H
382	str	0047R2 (3/5 doubtful; R6 and R9 write 382 clearly)	M
1550	ance	0047R2	H
1523	against	0047R2	H
1385	the	0047R2	H
1549	an	0047R3 (an-nex-ation)	M
437	nex	0047R3	M
864	ation	0047R3	H
1576	of	0047R3	H
1384	that	0047R3	H
215	Prince('s)	0047R3 (215 with superscript)	H
1379	ter	0047R3 (ter-ri-to-ries)	M
1404	ri	0047R3	M
589	to	0047R3	M
949	ries	0047R3 (949 with superscript a)	M
569	to	0047R3	H
1385	the	0047R3	H
995	French	0047R3	H
539	Em	0047R3 (Em-pire)	M
1132	pire	0047R3	M
1384	that	0047R3	H
1385	the	0047R3	H
1107	paper	0047R3	H
500	was	0047R4	H
1084	sent	0047R4	H
1303	back	0047R4	H
569	to	0047R4	H
182	him	0047R4	H
792	by	0047R4	H
1385	the	0047R4 ('Duke de Cadore' then in clear)	H
1190	with	0047R4	H
1501	a	0047R4	H
811	dec	0047R4 (dec-lar-ation, one word over 811 1455 864)	M
1455	lar	0047R4	M
864	ation	0047R4	H
1384	that	0047R4	H
1440	it	0047R4	H
1047	could	0047R5	H
360	not	0047R5	H
1311	be	0047R5	H
736	received	0047R5 (736 with caret)	H
1385	the	0047R5	H
72	measure	0047R5	H
1260	having	0047R5	H
1535	al	0047R5 (al-ready)	H
733	ready	0047R5	H
736	received	0047R5	H
1385	the	0047R5	H
1067	sanc	0047R5 (sanction over 1067 1550 565)	M
1550	(sanc)-	0047R5	M
565	tion	0047R5	M
1576	of	0047R5	H
1501	a	0047R5	H
1075	se	0047R5 (se-nat-us con-sult)	H
460	nat	0047R6	M
491	us	0047R6	H
120	consul	0047R6	M
1360	t(um)	0047R6 (clerk 'Consult'; table has Britain)	M
1384	that	0047R6	H
215	Prince	0047R6	H
1447	Ku	0047R6 (Kurakin again, same four groups)	M
490	ra	0047R6	M
1534	kin	0047R6	M
1426	in	0047R6	M
792	by	0047R6	H
1362	ta	0047R6 (ta-king)	H
1450	king	0047R6	H
1303	back	0047R6	H
1385	the	0047R6	H
731	re	0047R6 (re-mon-str-ance)	H
146	mon	0047R6	H
382	str	0047R6	H
1550	ance	0047R7	H
1202	ga	0047R7 ('gave' over 1202 458)	M
458	ve	0047R7	M
250	some	0047R7	H
845	dis	0047R7 (dis-sa-tis-faction)	H
1092	sa	0047R7	M
306	tisfaction	0047R7	M
569	to	0047R7	H
1385	the	0047R7	H
16	Emperor	0047R7	H
1535	Al	0047R7 (Al-ex-an-der)	H
289	ex	0047R7	H
1549	an	0047R7	H
828	der	0047R7	H
