# M35 reel 3 frame 0247, No. 98, 17 Oct 1812, single leaf; clerk's faint pencil decode over the first two code lines only; read 22 Sept 2026. Lower lines carry only stray pencil marks ('don' near 308 790 on line 4; 'ed' and 'in' specks on line 5; an illegible faint word or two over 107 996 548 on line 8). M = uncertain.
169	He	0247L1	H
1388	then	0247L1	H
1564	assured	0247L1 (1564 with caret; clerk word faint)	M
1384	that	0247L1	H
1399	this	0247L1	H
1426	in	0247L2 ('in[ci]dent' over 1426 1028 824; the clerk struck a first attempt)	H
1028	ci	0247L2	M
824	dent	0247L2	M
1199	would	0247L2	H
360	not	0247L2	H
845	dis	0247L2 (dis-cour-age)	H
1063	cour	0247L2	H
1524	age	0247L2	H
1399	this	0247L2	H
1229	Govern	0247L2	H
637	ment	0247L2	H
999	from	0247L2	H
502	ma	0247L2 ('ma king' faint over 502 1450)	M
1450	king	0247L2	M
