# M35 reel 3 frame 0048 left leaf, top code block (1811), clerk interlinear decode; read 22 Sept 2026 (partial: the four lines at the top only)
1084	sen	0048L1 (as-sen-ted)	H
4	however	0048L2	H
657	yet	0048L2	H
1054	bryo	0048L2 (em-bryo)	M
1497	su	0048L2 (pur-su-ed)	M
1219	give	0048L3	H
1230	gr	0048L3 (pro-gr-ess)	M
1049	count	0048L3 (ac-count)	H
799	doubt	0048L3 (un-doubt-ed-ly)	H
843	di	0048L4 (sub-or-di-nate)	M
700	nate	0048L4	M
1052	course	0048L4	H
1003	cal	0048L4 (po-li-ti-cal)	H
283	event(s)	0048L4	H
