# M35 reel 3 frame 0048 left leaf (1811, continues 0047R), clerk interlinear decode; read 22 Sept 2026. Adds the groups of the top block not in clerk_0048.tsv (L1-L4) and the middle block (L5-L8, 'possibility of their passage ... in the Baltic'); line ends run into the gutter and are lost.
1592	on	0048L1	H
1385	the	0048L1	H
1010	part	0048L1	H
1576	of	0048L1	H
992	France	0048L1	H
668	and	0048L1	H
1254	has	0048L1 (clerk adds '[been]')	H
692	as	0048L1 (as-sen-ted)	H
520	ted	0048L1	H
569	to	0048L1	H
792	by	0048L1	H
1399	this	0048L1	H
1229	Govern	0048L1	H
637	ment	0048L1	H
1385	The	0048L1	H
219	pro	0048L2 (pro-ject)	H
1411	ject	0048L2	H
1436	is	0048L2	H
790	but	0048L2	H
1426	in	0048L2	H
539	em	0048L2 (em-bryo)	H
1416	if	0048L2	H
1440	it	0048L2	H
90	should	0048L2	H
1310	be	0048L2	H
229	pur	0048L2 (pur-su-ed)	H
459	ed	0048L2	H
1401	I	0048L2 ('hope' over the next group, cut off at the gutter)	M
569	to	0048L3	H
583	you	0048L3	H
1549	an	0048L3	H
1517	ac	0048L3 (ac-count)	H
1576	of	0048L3	H
1440	its	0048L3	H
219	pro	0048L3 (pro-gr-ess)	H
271	ess	0048L3	H
790	but	0048L3	H
1440	it	0048L3	H
1186	will	0048L3	H
479	un	0048L3 (un-doubt-ed-ly over 479 799 1300 1373 897; 1300/1373 not separable)	H
897	ly	0048L4 (end of undoubtedly, first group of the line)	M
1310	be	0048L4	H
384	sub	0048L4 (sub-or-di-nate)	H
908	or	0048L4	H
569	to	0048L4	H
1385	the	0048L4	H
1576	of	0048L4	H
790	but	0048L5 ('But the' over 790 13.., cut at gutter)	M
1157	pos	0048L6 ('possibility' over 1157 1423)	H
1423	sibility	0048L6 (pos-sibility; table has ility)	H
1576	of	0048L6	H
1386	their	0048L6	H
1112	pas	0048L6 ('passage' over 1112 1068)	H
1068	sage	0048L6	H
1205	thr	0048L6 ('through' over 1205 557; split doubtful)	M
557	ough	0048L6	M
1385	the	0048L6	H
249	so	0048L6 ('sound' over 249 480)	M
480	und	0048L6	M
908	or	0048L6	H
1385	the	0048L6	H
1324	bel	0048L6 ('belt' over 1324 1361; 1324 doubtful 13?4)	M
1361	t	0048L6	M
827	depend	0048L7 (827, not 927)	H
488	upon	0048L7	H
1385	the	0048L7	H
1142	plea	0048L7 ('pleasure' over 1142 490 501)	M
490	su	0048L7	M
501	re	0048L7	M
908	or	0048L7	H
488	upon	0048L7	H
1385	the	0048L7	H
1426	in	0048L7 (in-struc-tions)	H
24	struc	0048L7	H
1433	tions	0048L7 (1433 with superscript a)	H
1576	of	0048L7	H
1385	the	0048L7	H
1291	English	0048L7	H
982	force	0048L8 ('naval' over 402.. cut at gutter, previous line)	H
1426	in	0048L8	H
1385	the	0048L8	H
1305	Bal	0048L8 (Bal-ti-c)	H
560	ti	0048L8	H
1001	c	0048L8	H
