# Source: ORACC epsd2/admin/ur3 JSON export (CC0), seal surfaces only; tokens are citation form|POS.
text	provenience	seal	line	tokens
P113959	Umma	1	1	Urŋiparak|PN
P113959	Umma	1	2	dubsar|N
P113959	Umma	1	3	dumu|N Ayakala|PN
P204230	Girsu	1	1	Gududu|PN
P204230	Girsu	1	2	lungak|N
P204230	Girsu	1	3	dumu|N Ka.ku₃|PN
P380417	Umma	1	1	Lukala|PN
P380417	Umma	1	2	dubsar|N
P380417	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P106258	Puzriš-Dagan	1	1	Urmes|PN
P106258	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P322430	Garšana	1	1	An.na.ah.i₃.li₂|PN ašgab|N
P322430	Garšana	1	2	dumu|N Sa₂.ba|PN
P291164	Umma	1	1	Urmes|PN
P291164	Umma	1	2	dubsar|N
P291164	Umma	1	3	dumu|N UrAšnanak|PN
P104265	Puzriš-Dagan	1	1	Šusuen|RN UrKugnunak|PN
P104265	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P104265	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N LuNinŋirsukak|PN kurušda|N
P104265	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P134329	Nippur	1	1	Šeškala|PN
P134329	Nippur	1	2	dumu|N Lugalengardug|PN
P136314	unknown	1	1	Lugal.lu₂.eb|PN
P136314	unknown	1	2	dubsar|N
P136314	unknown	1	3	dumu|N x-x-x|u
P121828	Umma	1	1	Niŋirane|PN
P121828	Umma	1	2	dubsar|N
P121828	Umma	1	3	dumu|N Inimšara|PN
P387628	Umma	1	1	Lugalezem|PN
P387628	Umma	1	2	dubsar|N
P387628	Umma	1	3	dumu|N Lugalemahe|PN
P387628	Umma	1	4	šabra|N
P117449	Umma	1	1	Luninšubur|PN kuš|N
P117449	Umma	1	2	arad|N Šara|DN
P121982	Umma	1	1	Šusuen|RN Ayakala|PN
P121982	Umma	1	2	lugal|N kalag|V/i ensik|N
P121982	Umma	1	3	lugal|N Urim|SN Umma|SN
P121982	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P127155	Umma	1	1	Lušara|PN
P127155	Umma	1	2	dubsar|N
P127155	Umma	1	3	dumu|N Iri.bar|PN
P201198	Umma	1	1	Urutu|PN
P201198	Umma	1	2	dumu|N Alla|PN sukkal|N
P120690	Puzriš-Dagan	1	1	Šulgir|RN Lugal-X|PN
P120690	Puzriš-Dagan	1	2	nita|N kalag|V/i dubsar|N
P120690	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N Ur.X|PN
P120690	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P119904	Umma	1	1	Aradŋu|PN
P119904	Umma	1	2	dubsar|N
P119904	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P291534	Umma	1	1	La.a.mu|PN
P291534	Umma	1	2	dumu|N Lugal-X|PN
P291534	Umma	1	3	simug|N
P104635	Umma	1	1	Lugalazida|PN
P104635	Umma	1	2	dubsar|N
P104635	Umma	1	3	dumu|N Dada|PN
P210273	Ur	1	1	Urlammar|PN
P210273	Ur	1	2	dubsar|N
P210273	Ur	1	3	dumu|N Alla|PN ugula|N
P210273	Ur	2	1	La.NI.ŋu₁₀|PN
P210273	Ur	2	2	dubsar|N
P210273	Ur	2	3	dumu|N Nam.lugal.a.ni.du₁₀|PN
P339786	Umma	1	1	Alulu|PN
P339786	Umma	1	2	dumu|N Inimšara|PN
P339786	Umma	1	3	kurušda|N Šara₂.ka|PN
P131081	Puzriš-Dagan	1	1	Ur.du₆.sag.al|PN
P131081	Puzriš-Dagan	1	2	dubsar|N
P131081	Puzriš-Dagan	1	3	dumu|N Ab.ga.ga|PN
P431427	Girsu	1	1	Lugina|PN
P431427	Girsu	1	2	dubsar|N
P431427	Girsu	1	3	dumu|N LuBaba|PN
P122357	Nippur	1	1	Ezemmaškugguk|PN
P122357	Nippur	1	2	dumu|N Ur.X|PN
P141679	Umma	1	1	Šusuen|RN Ayakala|PN
P141679	Umma	1	2	lugal|N kalag|V/i ensik|N
P141679	Umma	1	3	lugal|N Urim|SN Umma|SN
P141679	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P117019	Umma	1	1	Uraba|PN
P117019	Umma	1	2	dubsar|N
P117019	Umma	1	3	dumu|N Bazi|PN
P124329	Puzriš-Dagan	1	1	Namhani|PN
P124329	Puzriš-Dagan	1	2	dumu|N I₃.li₂|PN
P144928	Umma	1	1	Ludiŋirak|PN
P144928	Umma	1	2	dubsar|N
P144928	Umma	1	3	dumu|N x|u
P126314	Puzriš-Dagan	1	1	x|u x|u
P126314	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P126314	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N Ur.X|PN
P126314	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P119457	Umma	1	1	Lukala|PN
P119457	Umma	1	2	dubsar|N
P119457	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P454177	Irisagrig	1	1	Urmes|PN Ninsaga|PN
P454177	Irisagrig	1	2	ensik|N dumumunus|N
P454177	Irisagrig	1	3	Irisaŋrig|SN
P211032	Umma	1	1	Urgigirak|PN
P211032	Umma	1	2	dumu|N A.si.lu|PN
P131828	Umma	1	1	Ursuen|PN
P131828	Umma	1	2	dumu|N Urgigirak|PN
P100676	Umma	1	1	Urlisin|PN dumu|N Urištaran|PN
P100676	Umma	1	2	ensik|N Umma|SN arad|N
P100676	Umma	1	3	Lugal.e.ba.an.sa₆|PN
P100676	Umma	1	4	dubsar|N
P407515	Puzriš-Dagan	1	1	Duga|PN dubsar|N
P407515	Puzriš-Dagan	1	2	dumu|N LuNinŋirsukak|PN
P407515	Puzriš-Dagan	1	3	sipad|N nagabtum|N
P140438	Umma	1	1	Gu.u₂.gu|PN
P140438	Umma	1	2	dubsar|N
P140438	Umma	1	3	dumu|N Manšum|PN
P332430	Susa	1	1	A.wi.la.num|PN
P332430	Susa	1	2	dumu|N x-x|u
P516066	Adab	1	1	Šusuen|RN Habaluge|PN
P516066	Adab	1	2	lugal|N kalag|V/i ensik|N
P516066	Adab	1	3	lugal|N Urim|SN Adab|SN
P516066	Adab	1	4	lugal|N anubda|N limmu|NU arad|N
P108246	Umma	1	1	x|u
P108246	Umma	1	2	dumu|N E-X|PN
P140592	Umma	1	1	Uršulpaeak|PN
P140592	Umma	1	2	dubsar|N
P140592	Umma	1	3	dumu|N Lugalkugani|PN
P124779	Nippur	1	1	Ibbisuen|RN Lugalazida|PN
P124779	Nippur	1	2	lugal|N uri₅{ki}-ma|GN agaʾus|N
P124779	Nippur	1	3	lugal|N anubda|N limmu|NU dumu|N I₃.x|PN
P124779	Nippur	1	4	arad|N
P139848	Umma	1	1	Umani|PN
P139848	Umma	1	2	dubsar|N
P139848	Umma	1	3	dumu|N Urgigirak|PN
P135492	Umma	1	1	Ursaga|PN
P135492	Umma	1	2	dubsar|N
P135492	Umma	1	3	dumu|N Ur.dingir|PN
P130690	Umma	1	1	Lugalituda|PN
P130690	Umma	1	2	nubanda|N gud|N
P130690	Umma	1	3	dumu|N Ŋirini|PN
P124283	Puzriš-Dagan	1	1	Addakala|PN
P124283	Puzriš-Dagan	1	2	dubsar|N
P124283	Puzriš-Dagan	1	3	dumu|N x|u
P144882	Umma	1	1	Dadaga|PN
P144882	Umma	1	2	dubsar|N
P144882	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P114635	Girsu	1	1	Abbaŋu|PN
P114635	Girsu	1	2	dumu|N Ureanak|PN
P100733	Umma	1	1	Luduga|PN
P100733	Umma	1	2	dubsar|N
P100733	Umma	1	3	dumu|N Urniŋarak|PN
P407450	Puzriš-Dagan	1	1	NurAdad|PN
P407450	Puzriš-Dagan	1	2	dumu|N Šuiškur|PN
P407450	Puzriš-Dagan	1	3	kuš|N lugal|N
P235428	Umma	1	1	Lukala|PN
P235428	Umma	1	2	dubsar|N
P235428	Umma	1	3	dumu|N x|u
P332575	Umma	1	1	LuŠulgirak|PN
P332575	Umma	1	2	dubsar|N
P332575	Umma	1	3	dumu|N Dada|PN
P119512	Umma	1	1	Eki|PN
P119512	Umma	1	2	arad|N Šara|DN
P341958	Umma	1	1	Ureʾe|PN
P341958	Umma	1	2	dubsar|N
P341958	Umma	1	3	dumu|N Urniŋarak|PN
P323364	Garšana	1	1	An.na.ah.i₃.li₂|PN ašgab|N
P323364	Garšana	1	2	dumu|N Sa₂.ba|PN
P290630	Umma	1	1	Urnungal|PN
P290630	Umma	1	2	dubsar|N
P290630	Umma	1	3	dumu|N Uršara|PN
P290630	Umma	1	4	bisaŋdubak|N
P454198	Irisagrig	1	1	Šusuen|RN Adalal|PN
P454198	Irisagrig	1	2	lugal|N kalag|V/i dumu|N IbniʾAdad|PN
P454198	Irisagrig	1	3	lugal|N Urim|SN arad|N
P454198	Irisagrig	1	4	lugal|N an|N anubda|N limmu|NU
P291888	Umma	1	1	Mu.sa₆.ge|PN
P291888	Umma	1	2	arad|N Šara|DN
P123403	Puzriš-Dagan	1	1	Šulgir|RN x|u
P123403	Puzriš-Dagan	1	2	nita|N kalag|V/i x|u
P123403	Puzriš-Dagan	1	3	lugal|N Urim|SN x|u
P123403	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU x|u
P108753	Umma	1	1	Umani|PN
P108753	Umma	1	2	dubsar|N
P108753	Umma	1	3	dumu|N Namhani|PN
P142110	Umma	1	1	Manšum|PN
P142110	Umma	1	2	dumu|N Urnungal|PN
P290260	Umma	1	1	Lugalituda|PN
P290260	Umma	1	2	nubanda|N gud|N
P290260	Umma	1	3	dumu|N Ŋirini|PN
P105161	Puzriš-Dagan	1	1	Urmes|PN
P105161	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P119142	Umma	1	1	Urnungal|PN
P119142	Umma	1	2	dubsar|N
P119142	Umma	1	3	dumu|N Uršara|PN
P119142	Umma	1	4	bisaŋdubak|N
P209547	Umma	1	1	Lugalemahe|PN
P209547	Umma	1	2	dubsar|N
P209547	Umma	1	3	dumu|N Lugalkugani|PN
P312439	Umma	1	1	diŋir|N
P312439	Umma	1	2	dubsar|N
P312439	Umma	1	3	dumu|N Luga|PN
P339769	Umma	1	1	Lu₂.sa₆.i₃.zu|PN
P339769	Umma	1	2	dubsar|N
P339769	Umma	1	3	dumu|N Ayakala|PN
P144494	Umma	1	1	Lu₂.nam₂.an|PN
P144494	Umma	1	2	dubsar|N
P144494	Umma	1	3	dumu|N Lušara|PN
P144494	Umma	1	4	saŋ.DUN₃|N
P143351	Umma	1	1	Lukala|PN
P143351	Umma	1	2	dubsar|N
P143351	Umma	1	3	dumu|N Lugal.en.nun|PN
P125187	Umma	1	1	UrGuʾedenak|PN
P125187	Umma	1	2	dubsar|N
P125187	Umma	1	3	dumu|N Ursaga|PN
P120385	Umma	1	1	E₂.gal.e.si|PN
P120385	Umma	1	2	dubsar|N
P120385	Umma	1	3	dumu|N Lušara|PN
P120385	Umma	1	4	saŋ.DUN₃|N
P140984	Umma	1	1	Lugalšaglal|PN
P140984	Umma	1	2	dubsar|N
P140984	Umma	1	3	dumu|N adda|N
P141696	Umma	1	1	Daga|PN
P141696	Umma	1	2	dubsar|N
P141696	Umma	1	3	dumu|N Ur.geš.ša₃.ga|PN
P110733	Girsu	1	1	LugalTiraš|PN
P110733	Girsu	1	2	dubsar|N
P110733	Girsu	1	3	dumu|N Namu|PN
P133053	Girsu	1	1	Lugalšaglal|PN
P133053	Girsu	1	2	dumu|N Luutu|PN
P339293	Umma	1	1	Lu₂.nam₂.an|PN
P339293	Umma	1	2	dubsar|N
P339293	Umma	1	3	dumu|N Lušara|PN
P339293	Umma	1	4	saŋ.DUN₃|N
P376328	Umma	1	1	Urlisin|PN
P376328	Umma	1	2	ensik|N Umma|SN
P376328	Umma	1	3	UrEnunak|PN
P376328	Umma	1	4	dumu|N Nasilim|PN
P135884	Girsu	1	1	Gir₂.su.ki.du₁₀|PN
P135884	Girsu	1	2	dumu|N unuₓ(/GU₄.KU/)|X
P211874	Umma	1	1	erešdiŋir|N
P211874	Umma	1	2	malah|N
P211874	Umma	1	3	x|u tur|V/i
P104320	Puzriš-Dagan	1	1	X.suen|RN
P104320	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P104320	Puzriš-Dagan	1	3	lugal|N Urim|SN
P104320	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU
P104320	Puzriš-Dagan	1	5	Uršulpaeak|PN
P104320	Puzriš-Dagan	1	6	dubsar|N
P104320	Puzriš-Dagan	1	7	dumu|N Urhayak|PN
P104320	Puzriš-Dagan	1	8	arad|N
P390801	Umma	1	1	Ur.nam₂.nun|PN
P390801	Umma	1	2	dubsar|N
P390801	Umma	1	3	dumu|N UrNinsuk|PN
P390801	Umma	1	4	saŋ.DUN₃|N
P518097	Girsu	1	1	Lugalbandaše|PN
P518097	Girsu	1	2	dumu|N Ekigala|PN
P518097	Girsu	1	3	lu|N tir|N
P101572	Umma	1	1	Uršara|PN
P101572	Umma	1	2	dubsar|N
P101572	Umma	1	3	dumu|N Šeškala|PN
P274427	Girsu	1	1	UrNinŋirsuk|PN
P274427	Girsu	1	2	dubsar|N
P274427	Girsu	1	3	dumu|N LuBaba|PN
P143701	Umma	1	1	Ayakala|PN
P143701	Umma	1	2	dubsar|N
P143701	Umma	1	3	dumu|N Lugalemahe|PN
P127010	Umma	1	1	Ur.X|PN
P127010	Umma	1	2	dumu|N x|u
P127010	Umma	1	3	x|u
P119841	Puzriš-Dagan	1	1	Šusuen|RN
P119841	Puzriš-Dagan	1	2	lugal|N Urim|SN
P119841	Puzriš-Dagan	1	3	lugal|N an|N anubda|N limmu|NU
P119841	Puzriš-Dagan	1	4	Uršulpaeak|PN
P119841	Puzriš-Dagan	1	5	dubsar|N
P119841	Puzriš-Dagan	1	6	dumu|N Urhayak|PN
P119841	Puzriš-Dagan	1	7	arad|N
P312593	Umma	1	1	Šaraheŋal|PN
P312593	Umma	1	2	dubsar|N
P312593	Umma	1	3	dumu|N Urmes|PN
P133403	Girsu	1	1	Lugalkugzu|PN
P133403	Girsu	1	2	dubsar|N
P133403	Girsu	1	3	dumu|N Ludiŋirak|PN
P133403	Girsu	1	4	bisaŋdubak|N
P248661	Umma	1	1	Ukken|PN
P248661	Umma	1	2	dubsar|N
P248661	Umma	1	3	dumu|N Urgigirak|PN
P330231	Umma	1	1	LuʾIbgalak|PN
P330231	Umma	1	2	dubsar|N
P330231	Umma	1	3	dumu|N Urŋiparak|PN
P235351	Umma	1	1	Dagi|PN
P235351	Umma	1	2	dubsar|N
P142239	Umma	1	1	A.ši.an|PN
P142239	Umma	1	2	arad|N Šara|DN
P142239	Umma	1	3	dumu|N Lugalsaga|PN
P122838	Umma	1	1	Amarsuenak|RN Urlisin|PN
P122838	Umma	1	2	nita|N kalag|V/i ensik|N
P122838	Umma	1	3	lugal|N Urim|SN Umma|SN
P122838	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P135304	Umma	1	1	x|u
P135304	Umma	1	2	dubsar|N
P135304	Umma	1	3	dumu|N x|u
P119791	Umma	1	1	Urlisin|PN dubsar|N
P119791	Umma	1	2	ensik|N Umma|SN arad|N
P119791	Umma	1	3	Lukala|PN
P137339	Ur	1	1	Puzur₄.u₂.gu.ur|PN
P137339	Ur	1	2	agaʾus|N lugal|N
P137339	Ur	1	3	dumu|N Šalmah|PN
P339913	Umma	1	1	Urlisin|PN dubsar|N
P339913	Umma	1	2	ensik|N Umma|SN arad|N
P339913	Umma	1	3	Lukala|PN
P118883	Umma	1	1	Lugal.si.NE.e|PN
P118883	Umma	1	2	dubsar|N
P118883	Umma	1	3	dumu|N Lugalbad|PN
P107275	Puzriš-Dagan	1	1	Šulgir|RN dubsar|N
P107275	Puzriš-Dagan	1	2	nita|N kalag|V/i dumu|N Inimšara|PN
P107275	Puzriš-Dagan	1	3	lugal|N Urim|SN saŋ.DUN₃|N lugal|N
P107275	Puzriš-Dagan	1	4	Šarakam|PN arad|N
P292174	Umma	1	1	Aradŋu|PN
P292174	Umma	1	2	dubsar|N
P292174	Umma	1	3	dumu|N Urniŋarak|PN
P130106	Umma	1	1	Šul.gi.ezem|PN
P130106	Umma	1	2	dubsar|N
P130106	Umma	1	3	dumu|N Ur.X|PN
P340133	Umma	1	1	InimInanakak|PN
P340133	Umma	1	2	dumu|N Lugalituda|PN
P145006	Umma	1	1	Gu.u₂.gu|PN
P145006	Umma	1	2	dubsar|N
P145006	Umma	1	3	dumu|N Manšum|PN
P112974	Puzriš-Dagan	1	1	x-ga-x|u
P112974	Puzriš-Dagan	1	2	x|u x|u x|u
P108180	Umma	1	1	Urgigirak|PN
P108180	Umma	1	2	dubsar|N
P108180	Umma	1	3	dumu|N Basaga|PN
P110949	Girsu	1	1	Šul.gi.da|PN
P110949	Girsu	1	2	agaʾus|N
P110949	Girsu	1	3	dumu|N Ba.er.ra.num₂|PN
P235701	Umma	1	1	Lugalkugzu|PN
P235701	Umma	1	2	dubsar|N
P235701	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P140654	Umma	1	1	I₇.pa.e₃|PN
P140654	Umma	1	2	dubsar|N
P140654	Umma	1	3	dumu|N Lušara|PN
P140654	Umma	1	4	saŋ.DUN₃|N
P116034	Girsu	1	1	LuDumuzidak|PN
P416492	Umma	1	1	Uršara|PN
P416492	Umma	1	2	dubsar|N
P416492	Umma	1	3	dumu|N Lugalušur|PN
P121347	Nippur	1	1	Lugalezem|PN
P121347	Nippur	1	2	dubsar|N
P121347	Nippur	1	3	dumu|N La.ta.da|PN
P129777	Girsu	1	1	GemeLamma|PN
P129777	Girsu	1	2	erešdiŋir|N Baʾu|DN
P129777	Girsu	1	3	UN.IL₂|N
P129777	Girsu	1	4	unud|N arad|N
P324272	Garšana	1	1	Šukabta|PN azu|N
P324272	Garšana	1	2	dumu|N Naramili|PN
P324272	Garšana	1	3	Puzur₄.a.ku.um|PN
P324272	Garšana	1	4	azlag|N arad|N
P128865	Umma	1	1	Lukala|PN
P128865	Umma	1	2	dubsar|N
P128865	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P130556	Umma	1	1	Abbagina|PN
P130556	Umma	1	2	dubsar|N
P130556	Umma	1	3	dumu|N Lugalmagure|PN
P137293	Ur	1	1	Lugina|PN
P137293	Ur	1	2	dubsar|N
P137293	Ur	1	3	dumu|N Luninŋak|PN
P290519	Umma	1	1	atu|N dubsar|N
P290519	Umma	1	2	dumu|N Šeškala|PN
P118929	Umma	1	1	Uramanak|PN
P118929	Umma	1	2	dubsar|N
P118929	Umma	1	3	dumu|N Lugalniŋlagare|PN
P126178	Puzriš-Dagan	1	1	Šusuen|RN
P126178	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P126178	Puzriš-Dagan	1	3	lugal|N Urim|SN
P126178	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU
P126178	Puzriš-Dagan	1	5	Uršulpaeak|PN
P126178	Puzriš-Dagan	1	6	dubsar|N
P126178	Puzriš-Dagan	1	7	dumu|N Urhayak|PN
P126178	Puzriš-Dagan	1	8	arad|N
P145456	Umma	1	1	Du₁₀.ga.mu|PN
P145456	Umma	1	2	dubsar|N
P145456	Umma	1	3	dumu|N A.mu.an|PN
P120106	Umma	1	1	A.li₂.ni.KU|PN
P120106	Umma	1	2	dumu|N LU₂.X|PN
P141415	Umma	1	1	Lugalkugzu|PN
P141415	Umma	1	2	dubsar|N
P141415	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P118180	Umma	1	1	Lugal.e.ba.an.sa₆|PN
P118180	Umma	1	2	dubsar|N
P118180	Umma	1	3	dumu|N Urištaran|PN
P134515	Nippur	1	1	Ninkala|PN
P134515	Nippur	1	2	geme|N Ninurtak|DN
P100949	Girsu	1	1	Urlammar|PN
P100949	Girsu	1	2	dubsar|N
P100949	Girsu	1	3	dumu|N LuNinŋirsukak|PN
P374196	Girsu	1	1	Urmes|PN
P374196	Girsu	1	2	dubsar|N
P374196	Girsu	1	3	dumu|N Urlammar|PN
P130805	Umma	1	1	Šulgir|RN Urlisin|PN
P130805	Umma	1	2	nita|N kalag|V/i ensik|N
P130805	Umma	1	3	lugal|N Urim|SN Umma|SN
P130805	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P104459	Umma	1	1	Lugalemahe|PN
P104459	Umma	1	2	dubsar|N
P104459	Umma	1	3	dumu|N Inimšara|PN
P104459	Umma	1	4	saŋ.DUN₃|N
P340830	Umma	1	1	Kuli|PN
P340830	Umma	1	2	dubsar|N
P340830	Umma	1	3	dumu|N Urnungal|PN
P291758	Umma	1	1	Dadaga|PN
P291758	Umma	1	2	dubsar|N
P291758	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P519956	Umma	1	1	Inimšara|PN
P519956	Umma	1	2	dubsar|N
P519956	Umma	1	3	dumu|N Urniŋarak|PN
P144617	Umma	1	1	Šešani|PN
P144617	Umma	1	2	dumu|N Urgigirak|PN
P144617	Umma	1	3	sukkal|N ensik|N
P112077	Umma	1	1	Ludiŋirak|PN
P112077	Umma	1	2	dubsar|N
P112077	Umma	1	3	dumu|N UrBaba|PN
P125304	Umma	1	1	Ursuen|PN
P125304	Umma	1	2	dubsar|N
P125304	Umma	1	3	dumu|N Uregal|PN
P145905	unknown	1	1	x|u
P145905	unknown	1	2	dubsar|N
P145905	unknown	1	3	dumu|N LU₂.X|PN
P141045	Umma	1	1	Šeškala|PN
P141045	Umma	1	2	dubsar|N
P141045	Umma	1	3	dumu|N Tir.gu|PN
P143078	Umma	1	1	Lušara|PN
P143078	Umma	1	2	dubsar|N
P143078	Umma	1	3	dumu|N Urgigirak|PN
P116937	Umma	1	1	diŋir|N
P116937	Umma	1	2	dubsar|N
P116937	Umma	1	3	dumu|N Luga|PN
P339440	Umma	1	1	Luduga|PN
P339440	Umma	1	2	dubsar|N
P339440	Umma	1	3	dumu|N Lugalniŋlagare|PN
P291308	Umma	1	1	Lukala|PN
P291308	Umma	1	2	dubsar|N
P291308	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P412081	Irisagrig	1	1	LuʾAšnanak|PN
P412081	Irisagrig	1	2	dubsar|N
P412081	Irisagrig	1	3	dumu|N Ursaga|PN muhaldim|N
P206061	Girsu	1	1	Uriškur|PN
P206061	Girsu	1	2	dumu|N E.a|PN
P206061	Girsu	1	3	x|u
P139777	Umma	1	1	Lugalkugzu|PN
P139777	Umma	1	2	dubsar|N
P139777	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P112427	Puzriš-Dagan	1	1	Šusuen|RN
P112427	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P112427	Puzriš-Dagan	1	3	lugal|N Urim|SN
P112427	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU
P112427	Puzriš-Dagan	1	5	Uršulpaeak|PN
P112427	Puzriš-Dagan	1	6	dubsar|N
P112427	Puzriš-Dagan	1	7	dumu|N Urhayak|PN
P112427	Puzriš-Dagan	1	8	arad|N
P144247	Umma	1	1	Lušara|PN
P144247	Umma	1	2	dubsar|N
P144247	Umma	1	3	dumu|N Lugaltida|PN
P106521	Umma	1	1	Uršara|PN
P106521	Umma	1	2	dubsar|N tug|N
P106521	Umma	1	3	Šara|DN
P209681	Umma	1	1	Urŋiparak|PN
P209681	Umma	1	2	dumu|N x|u
P128189	Puzriš-Dagan	1	1	Šusuen|RN
P128189	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P128189	Puzriš-Dagan	1	3	lugal|N Urim|SN
P128189	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU
P128189	Puzriš-Dagan	1	5	Uršulpaeak|PN
P128189	Puzriš-Dagan	1	6	dubsar|N
P128189	Puzriš-Dagan	1	7	dumu|N Urhayak|PN
P128189	Puzriš-Dagan	1	8	arad|N
P144752	Umma	1	1	Gu.u₂.gu|PN
P144752	Umma	1	2	dubsar|N
P144752	Umma	1	3	dumu|N Manšum|PN
P125241	Umma	1	1	Inimšara|PN
P125241	Umma	1	2	dubsar|N
P125241	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P120043	Umma	1	1	Šeškala|PN
P120043	Umma	1	2	dubsar|N
P120043	Umma	1	3	dumu|N Tir.gu|PN
P141550	Umma	1	1	Šusuen|RN Urnungal|PN
P141550	Umma	1	2	lugal|N kalag|V/i dubsar|N
P141550	Umma	1	3	lugal|N Urim|SN dumu|N Uršara|PN
P141550	Umma	1	4	lugal|N an|N anubda|N limmu|NU bisaŋdubak|N
P141550	Umma	1	5	arad|N
P218090	Umma	1	1	Abbasaga|PN
P218090	Umma	1	2	dumu|N Da.du.mu|PN
P218090	Umma	1	3	nubanda|N gud|N
P139798	Umma	1	1	Nabasag|PN
P139798	Umma	1	2	dumu|N He₂.sa₆|PN
P139798	Umma	1	3	išib|N Šara|DN
P133395	Girsu	1	1	UrNinmar|PN
P133395	Girsu	1	2	dubsar|N
P133395	Girsu	1	3	dumu|N Namhani|PN
P109284	Umma	1	1	E₂.gal.e.si|PN
P109284	Umma	1	2	dubsar|N
P109284	Umma	1	3	dumu|N Lušara|PN
P109284	Umma	1	4	saŋ.DUN₃|N
P250744	Umma	1	1	Urnungal|PN
P250744	Umma	1	2	dubsar|N
P250744	Umma	1	3	dumu|N Lugalemahe|PN
P125611	Puzriš-Dagan	1	1	Šusuen|RN UrKugnunak|PN
P125611	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P125611	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N LuNinŋirsukak|PN kurušda|N
P125611	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P139632	Umma	1	1	Lugal.e.ba.an.sa₆|PN
P139632	Umma	1	2	dubsar|N
P139632	Umma	1	3	dumu|N Urištaran|PN
P141100	Umma	1	1	Urnungal|PN
P141100	Umma	1	2	dubsar|N
P141100	Umma	1	3	dumu|N Uršara|PN
P141100	Umma	1	4	bisaŋdubak|N
P117760	Umma	1	1	Niŋarkidug|PN
P117760	Umma	1	2	sipad|N gud|N niga|V/i
P117760	Umma	1	3	dumu|N Lugalsaga|PN
P116872	Puzriš-Dagan	1	1	Nursuen|PN
P116872	Puzriš-Dagan	1	2	dubsar|N
P116872	Puzriš-Dagan	1	3	dumu|N IddinErra|PN
P339505	Umma	1	1	Ur.e₂.maš|PN
P339505	Umma	1	2	dubsar|N
P339505	Umma	1	3	dumu|N Ur.sila.luh|PN
P118495	Umma	1	1	Abbakala|PN
P118495	Umma	1	2	dumu|N Urmes|PN
P312655	Umma	1	1	Lugalunkine|PN
P312655	Umma	1	2	dubsar|N
P312655	Umma	1	3	dumu|N Du.du.am₃|SN
P107330	Umma	1	1	Ludiŋirak|PN
P107330	Umma	1	2	dubsar|N
P107330	Umma	1	3	dumu|N A₂.an.du.ru|PN
P340076	Umma	1	1	Lukala|PN
P340076	Umma	1	2	dubsar|N
P340076	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P130043	Umma	1	1	A.gu.gu|PN
P113723	Umma	1	1	Ur.dingir|PN kuš|N
P113723	Umma	1	2	dumu|N A.zi.da|PN
P140341	Umma	1	1	Lugalkugani|PN
P140341	Umma	1	2	dumu|N Urmes|PN
P116521	Girsu	1	1	Alla|PN
P116521	Girsu	1	2	dubsar|N
P116521	Girsu	1	3	dumu|N Erin.da|PN
P135241	Girsu	1	1	Lugal.GIR₂@g.gal|PN
P135241	Girsu	1	2	dubsar|N
P135241	Girsu	1	3	dumu|N LuBaba|PN
P339856	Umma	1	1	Lukala|PN
