# Grambank (Skirgard et al. 2023), CLDF release grambank/grambank, CC-BY 4.0; features GB024 GB065 GB193 GB051 GB052 GB053 GB054 GB192 GB321 GB430 GB431; indo_aryan = Glottolog lineage contains Indo-Aryan
id	name	family	indo_aryan	macroarea	GB024	GB065	GB193	GB051	GB052	GB053	GB054	GB192	GB321	GB430	GB431
west2624	Western Huasteca Nahuatl	Uto-Aztecan	0	North America	1	?	2	0	0	1	0	0	0	0	1
west2632	Western Keres	Keresan	0	North America	3	2	3	0	0	1	0	0	0	0	1
west2635	Akateko	Mayan	0	North America	1	2	1	1	1	1	1	0	0	0	1
west2644	Western Highland Chatino	Otomanguean	0	North America	1	2	2	0	0	0	0	0	0	0	1
west2650	Western Cham	Austronesian	0	Eurasia	2	2	2	0	0	0	0	0	0	0	0
west2763	Western Neo-Aramaic	Afro-Asiatic	0	Eurasia	1	3	2	1	0	0	0	0	0	0	0
west2778	Western Durango Nahuatl	Uto-Aztecan	0	North America	1	2	2	0	0	0	0	0	0	0	1
whit1269	Whitesands	Austronesian	0	Papunesia	2	3	2	0	0	0	0	0	0	0	0
wikm1247	Wik-Mungkan	Pama-Nyungan	0	Australia	2	2	2	0	0	0	0	0	0		
wila1240	Wilawila	Worrorran	0	Australia	2	3	?	0	0	1	1	?	0		
winj1235	Winjarumi	Worrorran	0	Australia	2	3	?	1	1	?	1	0	0		
wint1259	Wintu	Wintuan	0	North America	?	1	2	0	0	0	0	0	1	0	1
wira1262	Wiradhuri	Pama-Nyungan	0	Australia	?	?	?								
wira1265	Wirangu	Pama-Nyungan	0	Australia	?	1	2		0	0	0	0		0	0
wiru1244	Wiru	Wiru	0	Papunesia	2	1	3	0	0	0	0	0	0	0	0
woii1237	Woi	Austronesian	0	Papunesia	2	1	2	0	0	0	0	0	0	0	0
woiw1237	Woiwurrung-Thagungwurrung	Pama-Nyungan	0	Australia	2	1	2	0	0	0	0	0	0	0	0
wola1242	Wolaytta	Ta-Ne-Omotic	0	Africa	2	1	1	1	0	0	0	0	0	0	0
wola1253	Wolane	Afro-Asiatic	0	Africa	1	3	1	1	0	1	0	0	0		
wole1240	Woleaian	Austronesian	0	Papunesia	1	2	2	0	0	0	0	0	0	0	0
woli1241	Wolio	Austronesian	0	Papunesia	1	1	2	0	0	0	0	0	0	0	0
woly1239	Wolyamidi	Worrorran	0	Australia	2	3	?	1	0	1	1	?	0	?	?
wood1236	Woods Cree	Algic	0	North America	1	1	1	0	0	1	0	0	0	0	1
worr1237	Worrorra	Worrorran	0	Australia	?	3	2	1	1	1	1	1	0		
wotu1240	Wotu	Austronesian	0	Papunesia	1	2	1	0	0	0	0	0	0	0	0
woun1238	Woun Meu	Chocoan	0	South America	2	1	2	0	0	0	0	0	0		
wuch1236	Wu Chinese	Sino-Tibetan	0	Eurasia	1	1	1	0	0	0	0	0	0	0	0
wudi1238	Wuding-Luquan Yi	Sino-Tibetan	0	Eurasia	2	1	2	1	0	1	0	0	?	0	0
wuna1249	Wunambal	Worrorran	0	Australia	?	3	3	0	1	1	1	0	0		
wurl1240	Wurla	Worrorran	0	Australia	2	3	?	1	0	1	1	?	?	?	?
wusa1235	Wusa Nasu	Sino-Tibetan	0	Eurasia	2	1	2	0	0	0	0	0	0	0	0
wutu1241	Wutunhua	Sino-Tibetan	0	Eurasia	3	1	3	0	0	0	0	0	0	0	0
wuvu1239	Wuvulu-Aua	Austronesian	0	Papunesia	1	2	3	0	0	0	0	0	0	0	0
wyan1247	Huron-Wyandot	Iroquoian	0	North America	1	1	2	0	0	0	0	0	0	0	1
xamt1239	Xamtanga	Afro-Asiatic	0	Africa	1	1	1	1	0	0	0	0	0	0	0
xara1244	Xârâcùù	Austronesian	0	Papunesia	1	3	3	0	0	0	0	0	0	0	0
xava1240	Xavánte	Nuclear-Macro-Je	0	South America	3	1	2	0	0	0	0	0	0	0	1
xhos1239	Xhosa	Atlantic-Congo	0	Africa	3	2	3	0	0	1	?	1	0	1	0
xinc1242	Xinca-Chiquimulilla	Xincan	0	North America	1	2	2	0	0	0	0	0	0		
xinc1243	Xinca-Yupiltepeque	Xincan	0	North America	1	2	2	0	0	0	0	0	0		
xinc1246	Xinca-Guazacapan	Xincan	0	North America	1	2	2	0	0	0	0	0	0		
xink1235	Xinka-Jumaytepeque	Xincan	0	North America	1	2	2	0	0	0	0	0	0		
xish1235	Xishanba Lalo	Sino-Tibetan	0	Eurasia	2	1	2	0	0	0	0	0	0	0	0
xokl1240	Xokleng	Nuclear-Macro-Je	0	South America	2	1	2	1	0	1	0	0	0	0	1
yaak1241	Yaaku	Afro-Asiatic	0	Africa	2	2	2	1	0	0	0	0	1	0	0
yabe1254	Yabem	Austronesian	0	Papunesia	2	1		?	?	?	?				
yaey1239	Yaeyama	Japonic	0	Eurasia	3	1	1	0	0	0	0	0	0	0	1
yagu1244	Yagua	Peba-Yagua	0	South America	1	1	2	0	0	0	0	0	0	0	1
yaka1269	Yaka-Pelende-Lonzo	Atlantic-Congo	0	Africa	2	1	3	0	0	1	0	?	?	0	1
yaka1272	Yaka (Central African Republic)	Atlantic-Congo	0	Africa	2	2	2	0	1	1	0	0	1		
yaka1277	Yakan	Austronesian	0	Papunesia	3	2	2	0	0	0	0	0	0	0	0
yaki1237	Northwest Sahaptin	Sahaptian	0	North America	1	1	2	0	0	0	0	0	0	0	0
yakk1236	Yakkha	Sino-Tibetan	0	Eurasia	1	1	1	0	0	0	0	0	0		
yako1252	Yakoma	Atlantic-Congo	0	Africa	2	2	3	0	0	0	0	0	0	0	0
yaku1245	Sakha	Turkic	0	Eurasia	1	3	1	0	0	0	0	0	0	0	0
yala1262	Yalarnnga	Pama-Nyungan	0	Australia	1	1	3	0	0	0	0	0	0	0	0
yala1266	Yalahatan-Haruru-Awaiya	Austronesian	0	Papunesia	?	1	2	0	0	1	0	0	?	0	1
yale1246	Yale	Yale	0	Papunesia	2	2	3	0	0	0	0	0	0	0	0
yama1264	Yámana	Yámana	0	South America	?	1	1	0	0	0	0	0	0	0	1
yami1254	Yami	Austronesian	0	Papunesia	1	2	2	0	0	0	0	0	0	0	0
yami1256	Yaminahua	Pano-Tacanan	0	South America	2	1	2	0	0	0	0	0	0	0	0
yamp1242	Yamphu	Sino-Tibetan	0	Eurasia	1	1	?	0	0	0	0	0	0	0	0
yana1271	Yana	Yana	0	North America	?	?	?	0	0	0	0	0	0	?	?
yand1253	Yandruwandha	Pama-Nyungan	0	Australia	1	2	2		0	0	0	0		0	0
yane1238	Yanesha'	Arawakan	0	South America	1	1	3	?	1	?	0	0		0	1
yank1247	Yankunytjatjara	Pama-Nyungan	0	Australia	2	1	2		0		0	0	0	0	0
yano1261	Yanomamö	Yanomamic	0	South America	?	3	2	0	1	0	0	0	0	0	0
yano1262	Yanomám	Yanomamic	0	South America	?	1	0		1		0	0		0	0
yany1243	Yanyuwa	Pama-Nyungan	0	Australia	1	1		1	0	1	1				
yaoo1241	Yao	Atlantic-Congo	0	Africa	2	2	2	0	0	1	0	0	1	0	0
yaou1238	Yaouré	Mande	0	Africa	2	1	2	0	0	0	0	0			
yape1248	Yapese	Austronesian	0	Papunesia	1	2	1	0	0	1	1	0	?	0	0
yapu1240	Yeri	Nuclear Torricelli	0	Papunesia	2	3	2	1	0	0	0	1	0	0	0
yaqu1251	Yaqui	Uto-Aztecan	0	North America	1	1	1	0	0	0	0	0	0	0	1
yare1248	Yareba	Yareban	0	Papunesia	2	1	1	0	0	0	0	0	0	0	0
yasa1242	Yasa	Atlantic-Congo	0	Africa	3	2	3	0	0	1	0	0	1	1	0
yatz1235	Yatzachi Zapotec	Otomanguean	0	North America	1	2	2	0	0	1	1	0	0	0	1
yaul1241	Ulwa (Papua New Guinea)	Keram	0	Papunesia	2	1	3	0	0	0	0	0	0	0	0
yaum1237	Yau (Morobe Province)	Nuclear Trans New Guinea	0	Papunesia	2	2	2	0	0	0	0	0	0	0	0
yavi1244	Yavitero-Pareni	Arawakan	0	South America	1	2	2	0	0	0	0			0	1
yawa1260	Yawanawa	Pano-Tacanan	0	South America	2	?	2	0	0	0	0	0	0	0	0
yawa1261	Yawalapití	Arawakan	0	South America	1	1	3	?	1	0	0	0	?	0	1
yawi1239	Yawijibaya	Worrorran	0	Australia	2	3	?	1	0	1	1	1	0		
yawu1244	Yawuru	Nyulnyulan	0	Australia	1	1	3	0	0	0	0	0	0	0	0
yayg1236	Yaygir	Pama-Nyungan	0	Australia	1	1	1	0	0	0	0	0	0	0	0
yecu1235	Yecuatla Totonac	Totonacan	0	North America	1	1	3	0	0	0	0	0	0	0	1
yele1255	Yele	Yele	0	Papunesia	2	1	2	0	0	1	0	0	0	0	0
yems1235	Yemsa	Ta-Ne-Omotic	0	Africa	1	1	1	1	0	0	0	0	0	0	0
yess1239	Yessan-Mayo	Sepik	0	Papunesia	2	1		1	0	0	0				
yeyi1239	Yeyi	Atlantic-Congo	0	Africa	2	?		0	?	1	?	1			
yidi1250	Yidiñ	Pama-Nyungan	0	Australia	3	3	2	0	0	0	0	0	0		
yima1243	Yimas	Lower Sepik-Ramu	0	Papunesia	3	3		1	0	1	0				
yinc1238	Yinchia	Austroasiatic	0	Eurasia	2	2	2	?	?	?	?	?	?	0	0
yind1247	Yindjibarndi	Pama-Nyungan	0	Australia	1	3	0	0	0		0	0	0	0	0
yind1248	Yindjilandji	Pama-Nyungan	0	Australia	?	3	?	0	0		0	0	0	0	0
yine1238	Yine	Arawakan	0	South America	1	1		1	0	0	0				
ying1247	Yinggarda	Pama-Nyungan	0	Australia	1	3	1		0	0	0	0		0	0
yoga1237	Yogad	Austronesian	0	Papunesia	1	2	3	0	0	0	0	0	0	0	0
yoku1256	Northern Yokuts	Yokutsan	0	North America	1	1	1	0	0	0	0	0	0	0	0
yona1241	Yonaguni	Japonic	0	Eurasia	?	1	1	0	0	0	0	0	0	0	0
yong1270	Narua	Sino-Tibetan	0	Eurasia	2	1	2	0	0	0	0	0	0		
yong1276	Yongbei Zhuang	Tai-Kadai	0	Eurasia	3	2		0	0	0	0				
yong1280	Yonggom	Nuclear Trans New Guinea	0	Papunesia	2	1	2	1	0	1	0	0	0	0	1
yora1241	Yora	Pano-Tacanan	0	South America	2	1	2	0	0	0	0	?	0	0	0
yort1237	Yorta Yorta	Pama-Nyungan	0	Australia	1	3	3		0		0	0		0	0
youl1235	Youle Jinuo	Sino-Tibetan	0	Eurasia	2	1	2	0	0	0	0	0	0	0	0
youn1235	Younuo Bunu	Hmong-Mien	0	Eurasia	1	1	1	0	0	0	0	0	0	0	0
yuca1254	Yucatec Maya	Mayan	0	North America	1	2	1	0	0	0	0	0	0	0	1
yuch1247	Yuchi	Yuchi	0	North America	2	1	1	1	0	1	0	0	0	0	1
yucu1253	Yucuna	Arawakan	0	South America	1	1	1		1					1	1
yuec1235	Yue Chinese	Sino-Tibetan	0	Eurasia	1	1	1	0	1	1	1	0	0	0	0
yuki1243	Northern Yukian	Yuki-Wappo	0	North America	1	1	3	0	0	1	0	0	0	0	1
yukp1241	Yukpa	Cariban	0	South America	1	1	2	0	0	0	0	0	0	0	1
yulp1239	Yulparija	Pama-Nyungan	0	Australia	2	2	1	0	0		0	0	0	0	0
yulu1243	Yulu-Binga	Central Sudanic	0	Africa	2	2	2	0	0	0	0	0	0		
yuqu1240	Yuqui	Tupian	0	South America	2	1	2	?	0	0	0	0	0	0	1
yura1255	Yuracaré	Yuracaré	0	South America	1	3	3	0	0	1	0	0	0	0	1
yuro1248	Yurok	Algic	0	North America	2	1	0	0	0	0	0	0	0	0	1
yuwa1242	Yuwaalaraay	Pama-Nyungan	0	Australia	1	2	1	0	0		0	0	0	0	0
zaba1237	Zabana	Austronesian	0	Papunesia	1	2	3	0	0	0	0	0	0	0	0
zaca1241	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	Uto-Aztecan	0	North America	1	2	2	0	0	0	0	0	0	0	1
zaca1242	Zacatepec Chatino	Otomanguean	0	North America	1	2	2	0	0	0	0	0	0	0	0
zagh1240	Beria	Saharan	0	Africa	2	2	2	0	0	0	0	0	0	?	0
zaiw1241	Zaiwa	Sino-Tibetan	0	Eurasia	3	1	2	0	0	0	0	0	0	0	0
zakh1243	Zakhring	Sino-Tibetan	0	Eurasia	2	1	3	0	0	0	0	0	0	0	0
zamb1245	Zamba	Atlantic-Congo	0	Africa	2	2	2	0	?	1	0	0	?	0	0
zand1248	Zande	Atlantic-Congo	0	Africa	2	3	1	0	0	0	0	0			
zani1235	Zaniza Zapotec	Otomanguean	0	North America	1	2	2	1	0	1	0	0	0	0	0
zapa1253	Záparo	Zaparoan	0	South America	1	1	1	1	0	0	0	0	0	0	0
zarm1239	Zarma	Songhay	0	Africa	2	1	2	0	0	0	0	0	0	0	0
zaye1235	Lahta-Zayein Karen	Sino-Tibetan	0	Eurasia	2	1	2	0	0	0	0	0	0	0	0
zays1235	Zayse-Zergulla	Ta-Ne-Omotic	0	Africa	1	1	1	1	0	0	0	0	0	0	0
zeme1240	Zeme Naga	Sino-Tibetan	0	Eurasia	2	1	2	0	0	0	0	0	0	0	0
zenz1235	Zenzontepec Chatino	Otomanguean	0	North America	1	2	2	0	0	0	0	0	0	0	0
zhab1238	Zhaba	Sino-Tibetan	0	Eurasia	2	1	3	0	0	0	0	0	0	0	0
zigu1244	Zigula-Mushungulu	Atlantic-Congo	0	Africa	2	1	2	0	0	0	0	0	1	0	1
zinz1238	Zinza	Atlantic-Congo	0	Africa	2	2	2	0	?	1	?	?	?	1	0
zoog1238	Zoogocho Zapotec	Otomanguean	0	North America	1	2	2	0	0	0	0	0	0	0	1
zulg1242	Zulgo-Gemzek	Afro-Asiatic	0	Africa	2	2	3	?	?	?	?	?	?	0	0
zulu1248	Zulu	Atlantic-Congo	0	Africa		2		0	0	1	0				
zuni1245	Zuni	Zuni	0	North America	1	1	2	0	1	0	0	1	1	0	0
